PlayerId,PlayerName,TeamName,Position,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
676356,Jonny DeLuca,Tampa Bay Rays,Outfielder,26.0,20.0,10.0,15.0,5.0,1.0,3.0,0.0,13.0,2.0,0.0,19.0,0.0,.333,57.0,.356,.456,.812,0.0,6.0,1.000,.000,0.0,224.0,59.0,26.0,4.0,21.0,0.0,0.0,.432,0.67,0.0,-.--
666139,Josh Lowe,Tampa Bay Rays,Outfielder,27.0,108.0,105.0,98.0,56.0,21.0,2.0,11.0,109.0,33.0,1.0,87.0,3.0,.220,396.0,.283,.366,.649,4.0,18.0,.818,.182,7.0,1842.0,435.0,145.0,40.0,170.0,1.0,2.0,.273,1.07,0.0,36.00
691406,Junior Caminero,Tampa Bay Rays,Third Base,21.0,154.0,169.0,156.0,93.0,28.0,0.0,45.0,125.0,41.0,1.0,159.0,3.0,.264,602.0,.311,.535,.846,1.0,7.0,.875,.125,31.0,2494.0,653.0,322.0,110.0,268.0,0.0,7.0,.260,1.08,0.0,13.38
670224,Kameron Misner,Tampa Bay Rays,Outfielder,27.0,71.0,41.0,48.0,27.0,9.0,1.0,5.0,69.0,16.0,0.0,42.0,1.0,.213,197.0,.273,.345,.618,1.0,8.0,.889,.111,1.0,916.0,217.0,68.0,22.0,92.0,1.0,2.0,.296,0.85,0.0,39.40
663743,Nick Fortes,Tampa Bay Rays,Catcher,,97.0,59.0,65.0,19.0,9.0,1.0,5.0,47.0,14.0,0.0,50.0,7.0,.229,218.0,.296,.349,.645,0.0,1.0,1.000,.000,7.0,915.0,242.0,76.0,21.0,90.0,2.0,1.0,.269,0.91,0.0,43.60
680700,Richie Palacios,Tampa Bay Rays,Outfielder,28.0,17.0,11.0,9.0,10.0,2.0,0.0,1.0,9.0,5.0,0.0,14.0,0.0,.333,42.0,.396,.452,.848,0.0,4.0,1.000,.000,3.0,190.0,48.0,19.0,3.0,13.0,0.0,1.0,.394,1.22,0.0,42.00
668723,Ryan Vilade,Tampa Bay Rays,Outfielder,,8.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,.077,13.0,.200,.077,.277,0.0,0.0,.---,.---,1.0,60.0,15.0,1.0,0.0,9.0,0.0,0.0,.125,6.00,0.0,-.--
656484,Tristan Gray,Tampa Bay Rays,Third Base,29.0,30.0,16.0,27.0,9.0,5.0,0.0,3.0,19.0,6.0,0.0,18.0,0.0,.231,78.0,.282,.410,.692,0.0,0.0,.---,.---,0.0,315.0,86.0,32.0,9.0,30.0,1.0,1.0,.263,0.59,0.0,26.00
671976,Tristan Peters,Tampa Bay Rays,Outfielder,25.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,.000,12.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,46.0,12.0,0.0,0.0,8.0,0.0,0.0,.000,0.25,0.0,-.--
650490,Yandy Díaz,Tampa Bay Rays,First Base,33.0,150.0,193.0,128.0,79.0,29.0,1.0,25.0,92.0,57.0,4.0,175.0,6.0,.300,583.0,.366,.482,.848,1.0,3.0,.750,.250,12.0,2525.0,651.0,281.0,83.0,209.0,0.0,5.0,.318,1.51,0.0,23.32
666969,Adolis García,Texas Rangers,Outfielder,32.0,135.0,105.0,159.0,58.0,28.0,0.0,19.0,135.0,28.0,1.0,115.0,5.0,.227,507.0,.271,.394,.665,4.0,13.0,.765,.235,9.0,2150.0,547.0,200.0,75.0,245.0,0.0,7.0,.267,0.66,0.0,26.68
696030,Alejandro Osuna,Texas Rangers,Outfielder,22.0,63.0,45.0,42.0,12.0,4.0,0.0,2.0,34.0,21.0,1.0,32.0,2.0,.212,151.0,.313,.278,.591,4.0,5.0,.556,.444,1.0,739.0,176.0,42.0,15.0,55.0,0.0,2.0,.256,1.07,0.0,75.50
641856,Billy McKinney,Texas Rangers,Outfielder,30.0,6.0,7.0,8.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,.200,20.0,.238,.250,.488,0.0,0.0,.---,.---,0.0,86.0,21.0,5.0,1.0,7.0,0.0,0.0,.211,0.88,0.0,-.--
683227,Cody Freeman,Texas Rangers,Third Base,24.0,36.0,38.0,33.0,13.0,4.0,0.0,3.0,19.0,5.0,0.0,26.0,0.0,.228,114.0,.258,.342,.600,1.0,1.0,.500,.500,3.0,505.0,121.0,39.0,15.0,37.0,1.0,1.0,.247,1.15,0.0,38.00
608369,Corey Seager,Texas Rangers,Shortstop,31.0,102.0,100.0,92.0,61.0,19.0,0.0,21.0,87.0,58.0,10.0,103.0,5.0,.271,380.0,.373,.487,.860,0.0,3.0,1.000,.000,13.0,1668.0,445.0,185.0,50.0,152.0,0.0,2.0,.299,1.09,0.0,18.10
687957,Dustin Harris,Texas Rangers,Outfielder,25.0,19.0,9.0,10.0,5.0,3.0,0.0,1.0,13.0,3.0,0.0,8.0,0.0,.200,40.0,.256,.350,.606,1.0,1.0,.500,.500,1.0,180.0,43.0,14.0,2.0,14.0,0.0,0.0,.269,0.90,0.0,40.00
677649,Ezequiel Duran,Texas Rangers,Shortstop,26.0,90.0,42.0,64.0,16.0,14.0,0.0,0.0,55.0,8.0,0.0,46.0,4.0,.224,205.0,.266,.293,.559,2.0,11.0,.846,.154,3.0,807.0,219.0,60.0,14.0,93.0,1.0,1.0,.305,0.66,0.0,-.--
669394,Jake Burger,Texas Rangers,First Base,29.0,103.0,73.0,109.0,43.0,15.0,1.0,16.0,93.0,12.0,0.0,84.0,5.0,.236,356.0,.269,.419,.688,1.0,1.0,.500,.500,3.0,1324.0,376.0,149.0,53.0,152.0,0.0,3.0,.272,0.67,0.0,22.25
592626,Joc Pederson,Texas Rangers,First Base,33.0,96.0,68.0,85.0,28.0,10.0,1.0,9.0,65.0,34.0,0.0,48.0,5.0,.181,265.0,.285,.328,.613,0.0,2.0,1.000,.000,5.0,1237.0,306.0,87.0,26.0,135.0,0.0,1.0,.203,0.80,1.0,29.44
641680,Jonah Heim,Texas Rangers,Catcher,30.0,124.0,106.0,122.0,38.0,14.0,0.0,11.0,88.0,32.0,0.0,84.0,1.0,.213,395.0,.271,.332,.603,0.0,3.0,1.000,.000,10.0,1704.0,433.0,131.0,43.0,152.0,1.0,4.0,.243,0.87,0.0,35.91
673962,Josh Jung,Texas Rangers,Third Base,27.0,131.0,108.0,124.0,53.0,23.0,1.0,14.0,129.0,27.0,0.0,121.0,2.0,.251,482.0,.294,.390,.684,1.0,4.0,.800,.200,10.0,1931.0,511.0,188.0,61.0,200.0,0.0,0.0,.316,0.87,0.0,34.43
669701,Josh Smith,Texas Rangers,Shortstop,27.0,144.0,139.0,136.0,70.0,23.0,2.0,10.0,100.0,55.0,2.0,124.0,8.0,.251,495.0,.335,.366,.701,3.0,12.0,.800,.200,3.0,2287.0,563.0,181.0,35.0,190.0,3.0,1.0,.295,1.02,1.0,49.50
679822,Justin Foscue,Texas Rangers,First Base,26.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,.111,9.0,.111,.222,.333,0.0,0.0,.---,.---,0.0,42.0,9.0,2.0,2.0,0.0,0.0,0.0,.167,0.25,0.0,-.--
543309,Kyle Higashioka,Texas Rangers,Catcher,35.0,94.0,68.0,92.0,33.0,14.0,1.0,11.0,72.0,20.0,0.0,73.0,2.0,.241,303.0,.291,.403,.694,1.0,3.0,.750,.250,5.0,1279.0,327.0,122.0,47.0,120.0,0.0,2.0,.279,0.74,0.0,27.54
680737,Michael Helman,Texas Rangers,Outfielder,29.0,38.0,23.0,35.0,18.0,5.0,1.0,5.0,21.0,7.0,0.0,23.0,1.0,.232,99.0,.290,.455,.745,0.0,4.0,1.000,.000,0.0,405.0,110.0,45.0,20.0,33.0,3.0,0.0,.247,0.66,0.0,19.80
694671,Wyatt Langford,Texas Rangers,Outfielder,23.0,134.0,87.0,138.0,73.0,25.0,1.0,22.0,151.0,74.0,3.0,118.0,5.0,.241,489.0,.344,.431,.775,6.0,22.0,.786,.214,9.0,2335.0,573.0,211.0,62.0,185.0,0.0,5.0,.299,0.63,0.0,22.23
680718,Addison Barger,Toronto Blue Jays,Third Base,25.0,135.0,110.0,119.0,61.0,32.0,1.0,21.0,121.0,36.0,4.0,112.0,3.0,.243,460.0,.301,.454,.755,1.0,4.0,.800,.200,8.0,1955.0,502.0,209.0,74.0,214.0,0.0,2.0,.284,0.92,1.0,21.90
672386,Alejandro Kirk,Toronto Blue Jays,Catcher,26.0,130.0,132.0,139.0,45.0,18.0,0.0,15.0,59.0,48.0,2.0,127.0,1.0,.282,451.0,.348,.421,.769,0.0,1.0,1.000,.000,16.0,1977.0,506.0,190.0,76.0,206.0,0.0,6.0,.292,0.95,0.0,30.07
665926,Andrés Giménez,Toronto Blue Jays,Second Base,26.0,101.0,97.0,101.0,39.0,11.0,1.0,7.0,66.0,25.0,0.0,69.0,11.0,.210,329.0,.285,.313,.598,2.0,12.0,.857,.143,8.0,1452.0,369.0,103.0,35.0,142.0,1.0,3.0,.239,0.96,0.0,47.00
623993,Anthony Santander,Toronto Blue Jays,Outfielder,30.0,54.0,38.0,62.0,16.0,5.0,0.0,6.0,61.0,25.0,1.0,34.0,1.0,.175,194.0,.271,.294,.565,0.0,0.0,.---,.---,6.0,934.0,221.0,57.0,18.0,113.0,0.0,1.0,.219,0.61,0.0,32.33
662139,Daulton Varsho,Toronto Blue Jays,Outfielder,28.0,71.0,41.0,76.0,43.0,13.0,2.0,20.0,77.0,17.0,1.0,59.0,1.0,.238,248.0,.284,.548,.832,0.0,2.0,1.000,.000,1.0,986.0,271.0,136.0,55.0,123.0,0.0,5.0,.250,0.54,0.0,12.40
676914,Davis Schneider,Toronto Blue Jays,Outfielder,26.0,82.0,26.0,59.0,33.0,5.0,0.0,11.0,60.0,36.0,0.0,44.0,2.0,.234,188.0,.361,.436,.797,1.0,3.0,.750,.250,4.0,1012.0,227.0,82.0,31.0,78.0,0.0,1.0,.280,0.44,0.0,17.09
676391,Ernie Clement,Toronto Blue Jays,Third Base,29.0,157.0,129.0,216.0,83.0,35.0,2.0,9.0,61.0,27.0,1.0,151.0,4.0,.277,545.0,.313,.398,.711,5.0,6.0,.545,.455,13.0,1871.0,588.0,217.0,50.0,241.0,7.0,5.0,.296,0.60,0.0,60.56
543807,George Springer,Toronto Blue Jays,Outfielder,35.0,140.0,105.0,132.0,106.0,27.0,1.0,32.0,111.0,69.0,3.0,154.0,8.0,.309,498.0,.399,.560,.959,1.0,18.0,.947,.053,14.0,2307.0,586.0,279.0,84.0,183.0,0.0,4.0,.340,0.80,7.0,15.56
694388,Joey Loperfido,Toronto Blue Jays,Outfielder,26.0,41.0,20.0,18.0,12.0,4.0,0.0,4.0,27.0,4.0,0.0,32.0,3.0,.333,96.0,.379,.500,.879,2.0,1.0,.333,.667,2.0,376.0,104.0,48.0,14.0,34.0,1.0,0.0,.431,1.11,0.0,24.00
682729,Jonatan Clase,Toronto Blue Jays,Outfielder,23.0,34.0,24.0,28.0,10.0,3.0,0.0,2.0,28.0,10.0,0.0,21.0,1.0,.210,100.0,.288,.300,.588,1.0,3.0,.750,.250,1.0,439.0,112.0,30.0,9.0,43.0,1.0,0.0,.271,0.86,0.0,50.00
677870,Leo Jiménez,Toronto Blue Jays,Shortstop,24.0,18.0,10.0,10.0,2.0,0.0,0.0,1.0,8.0,2.0,0.0,2.0,0.0,.069,29.0,.129,.172,.301,0.0,0.0,.---,.---,1.0,143.0,32.0,5.0,1.0,11.0,1.0,0.0,.050,1.00,0.0,29.00
664702,Myles Straw,Toronto Blue Jays,Outfielder,30.0,137.0,68.0,91.0,51.0,14.0,1.0,4.0,50.0,19.0,0.0,70.0,1.0,.262,267.0,.313,.367,.680,1.0,12.0,.923,.077,5.0,1104.0,299.0,98.0,32.0,127.0,11.0,1.0,.308,0.75,0.0,66.75
664770,Nathan Lukes,Toronto Blue Jays,Outfielder,30.0,135.0,125.0,114.0,55.0,19.0,2.0,12.0,60.0,38.0,2.0,99.0,2.0,.255,388.0,.323,.407,.730,4.0,2.0,.333,.667,12.0,1662.0,438.0,158.0,65.0,162.0,7.0,3.0,.273,1.10,0.0,32.33
623168,Tyler Heineman,Toronto Blue Jays,Catcher,34.0,64.0,30.0,52.0,25.0,8.0,1.0,3.0,31.0,12.0,0.0,43.0,6.0,.289,149.0,.361,.416,.777,0.0,2.0,1.000,.000,1.0,627.0,174.0,62.0,20.0,50.0,5.0,2.0,.342,0.58,0.0,49.67
665489,Vladimir Guerrero Jr.,Toronto Blue Jays,First Base,26.0,156.0,179.0,148.0,96.0,34.0,0.0,23.0,94.0,81.0,8.0,172.0,6.0,.292,589.0,.381,.467,.848,3.0,6.0,.667,.333,17.0,2502.0,680.0,275.0,84.0,227.0,0.0,4.0,.313,1.21,0.0,25.61
668885,Austin Martin,Minnesota Twins,Outfielder,26.0,50.0,50.0,33.0,22.0,8.0,1.0,1.0,31.0,22.0,0.0,44.0,1.0,.282,156.0,.374,.365,.739,4.0,11.0,.733,.267,6.0,749.0,181.0,57.0,7.0,67.0,2.0,0.0,.347,1.52,0.0,156.00
686797,Brooks Lee,Minnesota Twins,Third Base,24.0,139.0,138.0,147.0,50.0,15.0,1.0,16.0,92.0,31.0,0.0,115.0,4.0,.236,487.0,.285,.370,.655,1.0,3.0,.750,.250,11.0,2009.0,527.0,180.0,64.0,209.0,0.0,5.0,.258,0.94,0.0,30.44
621439,Byron Buxton,Minnesota Twins,Outfielder,31.0,126.0,84.0,133.0,97.0,21.0,7.0,35.0,148.0,41.0,5.0,129.0,7.0,.264,488.0,.327,.551,.878,0.0,24.0,1.000,.000,0.0,2028.0,542.0,269.0,83.0,166.0,0.0,6.0,.302,0.63,0.0,13.94
676812,Carson McCusker,Minnesota Twins,Outfielder,27.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,5.0,0.0,.172,29.0,.200,.172,.372,1.0,0.0,.000,1.000,0.0,131.0,30.0,5.0,1.0,12.0,0.0,0.0,.385,1.00,0.0,-.--
680577,DaShawn Keirsey Jr.,Minnesota Twins,Outfielder,28.0,74.0,25.0,18.0,11.0,0.0,0.0,2.0,33.0,2.0,0.0,9.0,1.0,.107,84.0,.138,.179,.317,3.0,10.0,.769,.231,1.0,348.0,88.0,15.0,6.0,44.0,1.0,0.0,.143,1.39,0.0,42.00
666397,Edouard Julien,Minnesota Twins,Second Base,26.0,64.0,50.0,33.0,13.0,10.0,0.0,3.0,61.0,22.0,0.0,40.0,2.0,.220,182.0,.309,.324,.633,3.0,0.0,.000,1.000,3.0,876.0,208.0,59.0,12.0,83.0,1.0,1.0,.311,1.52,0.0,60.67
691181,Emmanuel Rodriguez,Minnesota Twins,Outfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681546,James Outman,Minnesota Twins,Outfielder,,59.0,24.0,29.0,19.0,5.0,1.0,6.0,63.0,12.0,0.0,18.0,2.0,.134,134.0,.216,.321,.537,0.0,1.0,1.000,.000,0.0,605.0,148.0,43.0,11.0,63.0,0.0,0.0,.185,0.83,0.0,22.33
640902,Jhonny Pereda,Minnesota Twins,Catcher,,30.0,18.0,14.0,4.0,6.0,0.0,0.0,21.0,8.0,0.0,17.0,0.0,.246,69.0,.325,.333,.658,0.0,0.0,.---,.---,1.0,333.0,78.0,23.0,4.0,26.0,1.0,0.0,.354,1.29,0.0,-.--
669304,Jose Miranda,Minnesota Twins,Third Base,27.0,12.0,10.0,7.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,0.0,.167,36.0,.167,.250,.417,0.0,0.0,.---,.---,0.0,127.0,36.0,9.0,5.0,25.0,0.0,0.0,.227,1.43,0.0,36.00
665019,Kody Clemens,Minnesota Twins,Second Base,,119.0,73.0,112.0,46.0,12.0,4.0,19.0,93.0,29.0,1.0,74.0,5.0,.213,348.0,.281,.434,.715,1.0,5.0,.833,.167,4.0,1529.0,386.0,151.0,52.0,153.0,2.0,2.0,.231,0.65,0.0,18.32
807712,Luke Keaschall,Minnesota Twins,Second Base,22.0,49.0,49.0,50.0,25.0,14.0,0.0,4.0,29.0,19.0,0.0,55.0,5.0,.302,182.0,.382,.445,.827,3.0,14.0,.824,.176,4.0,774.0,207.0,81.0,28.0,82.0,0.0,1.0,.340,0.98,0.0,45.50
670242,Matt Wallner,Minnesota Twins,Outfielder,27.0,104.0,62.0,94.0,47.0,16.0,3.0,22.0,114.0,46.0,0.0,68.0,8.0,.202,336.0,.311,.464,.775,3.0,4.0,.571,.429,3.0,1555.0,392.0,156.0,40.0,128.0,0.0,2.0,.228,0.66,0.0,15.27
681508,Mickey Gasper,Minnesota Twins,Second Base,29.0,45.0,24.0,38.0,15.0,1.0,0.0,2.0,20.0,10.0,0.0,15.0,3.0,.158,95.0,.257,.232,.489,0.0,2.0,1.000,.000,1.0,451.0,110.0,22.0,11.0,48.0,1.0,1.0,.176,0.63,0.0,47.50
668904,Royce Lewis,Minnesota Twins,Third Base,26.0,106.0,76.0,133.0,36.0,18.0,0.0,13.0,80.0,25.0,0.0,89.0,0.0,.237,376.0,.283,.388,.671,2.0,12.0,.857,.143,7.0,1517.0,403.0,146.0,52.0,167.0,0.0,2.0,.267,0.57,0.0,28.92
680837,Ryan Fitzgerald,Minnesota Twins,Third Base,31.0,24.0,15.0,14.0,10.0,0.0,0.0,4.0,8.0,7.0,0.0,9.0,0.0,.196,46.0,.302,.457,.759,0.0,1.0,1.000,.000,0.0,194.0,53.0,21.0,9.0,15.0,0.0,0.0,.147,1.07,0.0,11.50
680777,Ryan Jeffers,Minnesota Twins,Catcher,28.0,119.0,91.0,117.0,47.0,26.0,0.0,9.0,91.0,50.0,1.0,108.0,7.0,.266,406.0,.356,.397,.753,1.0,1.0,.500,.500,9.0,1879.0,464.0,161.0,47.0,170.0,0.0,1.0,.322,0.78,0.0,45.11
668952,Ryan Kreidler,Minnesota Twins,Outfielder,27.0,17.0,9.0,8.0,5.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,0.0,.105,38.0,.190,.105,.295,0.0,2.0,1.000,.000,0.0,179.0,44.0,4.0,0.0,22.0,2.0,0.0,.211,1.13,0.0,-.--
663616,Trevor Larnach,Minnesota Twins,Outfielder,28.0,142.0,124.0,137.0,62.0,24.0,1.0,17.0,122.0,53.0,2.0,126.0,4.0,.250,503.0,.323,.404,.727,4.0,4.0,.500,.500,19.0,2191.0,567.0,203.0,60.0,209.0,0.0,6.0,.295,0.91,1.0,29.59
664761,Alec Bohm,Philadelphia Phillies,Third Base,28.0,120.0,140.0,115.0,53.0,18.0,3.0,11.0,82.0,29.0,0.0,133.0,5.0,.287,464.0,.331,.409,.740,0.0,2.0,1.000,.000,16.0,1801.0,504.0,190.0,59.0,198.0,0.0,6.0,.324,1.22,0.0,42.18
669016,Brandon Marsh,Philadelphia Phillies,Outfielder,27.0,133.0,82.0,88.0,59.0,25.0,2.0,11.0,110.0,38.0,1.0,106.0,0.0,.280,379.0,.342,.443,.785,1.0,7.0,.875,.125,2.0,1657.0,425.0,168.0,43.0,167.0,3.0,4.0,.363,0.93,1.0,34.46
547180,Bryce Harper,Philadelphia Phillies,First Base,32.0,132.0,127.0,125.0,72.0,32.0,0.0,27.0,121.0,70.0,6.0,131.0,6.0,.261,501.0,.357,.487,.844,2.0,12.0,.857,.143,5.0,2172.0,580.0,244.0,75.0,222.0,0.0,3.0,.292,1.02,0.0,18.56
681082,Bryson Stott,Philadelphia Phillies,Second Base,27.0,147.0,116.0,170.0,66.0,22.0,3.0,13.0,91.0,54.0,1.0,128.0,1.0,.257,499.0,.328,.391,.719,5.0,24.0,.828,.172,4.0,2466.0,560.0,195.0,66.0,211.0,2.0,4.0,.288,0.68,0.0,38.38
624641,Edmundo Sosa,Philadelphia Phillies,Second Base,29.0,89.0,67.0,58.0,30.0,12.0,1.0,11.0,56.0,10.0,0.0,67.0,2.0,.276,243.0,.307,.469,.776,1.0,1.0,.500,.500,7.0,942.0,261.0,114.0,39.0,92.0,3.0,2.0,.315,1.16,1.0,22.09
596117,Garrett Stubbs,Philadelphia Phillies,Catcher,32.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,1.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,.000,1.00,0.0,-.--
664056,Harrison Bader,Philadelphia Phillies,Outfielder,,146.0,91.0,100.0,61.0,24.0,1.0,17.0,136.0,39.0,0.0,124.0,11.0,.277,448.0,.347,.449,.796,7.0,11.0,.611,.389,5.0,1941.0,501.0,201.0,54.0,181.0,0.0,3.0,.359,0.91,0.0,26.35
679032,Johan Rojas,Philadelphia Phillies,Outfielder,24.0,71.0,48.0,37.0,23.0,3.0,2.0,1.0,40.0,13.0,0.0,34.0,0.0,.224,152.0,.280,.289,.569,2.0,12.0,.857,.143,2.0,625.0,172.0,44.0,18.0,78.0,4.0,3.0,.289,1.30,0.0,152.00
592206,Nick Castellanos,Philadelphia Phillies,Outfielder,33.0,147.0,126.0,157.0,72.0,27.0,2.0,17.0,133.0,32.0,0.0,137.0,4.0,.250,547.0,.294,.400,.694,0.0,4.0,1.000,.000,13.0,2166.0,589.0,219.0,72.0,267.0,0.0,6.0,.298,0.80,0.0,32.18
805249,Otto Kemp,Philadelphia Phillies,First Base,25.0,62.0,41.0,45.0,26.0,11.0,0.0,8.0,67.0,12.0,0.0,46.0,7.0,.234,197.0,.298,.411,.709,2.0,2.0,.500,.500,4.0,818.0,218.0,81.0,28.0,76.0,0.0,2.0,.306,0.91,0.0,24.62
672463,Rafael Lantigua,Philadelphia Phillies,Second Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665561,Rafael Marchán,Philadelphia Phillies,Catcher,26.0,42.0,41.0,27.0,9.0,4.0,0.0,2.0,17.0,10.0,0.0,22.0,1.0,.210,105.0,.282,.305,.587,0.0,0.0,.---,.---,1.0,459.0,118.0,32.0,13.0,55.0,1.0,1.0,.230,1.52,0.0,52.50
607208,Trea Turner,Philadelphia Phillies,Shortstop,32.0,141.0,159.0,146.0,94.0,31.0,7.0,15.0,107.0,43.0,1.0,179.0,5.0,.304,589.0,.355,.457,.812,7.0,36.0,.837,.163,11.0,2407.0,639.0,269.0,69.0,221.0,0.0,2.0,.350,1.09,0.0,39.27
642215,Weston Wilson,Philadelphia Phillies,Outfielder,30.0,54.0,30.0,26.0,15.0,4.0,0.0,5.0,34.0,12.0,0.0,22.0,1.0,.198,111.0,.282,.369,.651,3.0,2.0,.400,.600,1.0,536.0,125.0,41.0,17.0,45.0,1.0,0.0,.236,1.15,0.0,22.20
689172,Brett Wisely,Atlanta Braves,Second Base,,26.0,12.0,20.0,5.0,4.0,0.0,1.0,14.0,7.0,0.0,10.0,0.0,.185,54.0,.279,.315,.594,1.0,1.0,.500,.500,0.0,261.0,63.0,17.0,10.0,24.0,2.0,0.0,.231,0.60,0.0,54.00
677578,Carlos Rodríguez,Atlanta Braves,Outfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642020,Chuckie Robinson,Atlanta Braves,Catcher,30.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,1.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,.000,2.00,0.0,-.--
686948,Drake Baldwin,Atlanta Braves,Catcher,24.0,124.0,131.0,95.0,56.0,18.0,2.0,19.0,68.0,38.0,0.0,111.0,3.0,.274,405.0,.341,.469,.810,0.0,0.0,.---,.---,9.0,1750.0,446.0,190.0,80.0,176.0,0.0,0.0,.289,1.38,0.0,21.32
642201,Eli White,Atlanta Braves,Outfielder,31.0,105.0,61.0,67.0,43.0,8.0,3.0,10.0,70.0,11.0,1.0,60.0,2.0,.234,256.0,.270,.406,.676,1.0,10.0,.909,.091,2.0,1001.0,271.0,104.0,35.0,124.0,1.0,1.0,.282,0.91,0.0,25.60
595777,Jurickson Profar,Atlanta Braves,Outfielder,32.0,80.0,64.0,117.0,56.0,16.0,1.0,14.0,59.0,48.0,0.0,78.0,5.0,.245,318.0,.353,.434,.787,2.0,9.0,.818,.182,4.0,1580.0,371.0,138.0,43.0,101.0,0.0,0.0,.261,0.55,0.0,22.71
621566,Matt Olson,Atlanta Braves,First Base,31.0,162.0,133.0,150.0,98.0,41.0,2.0,29.0,176.0,91.0,2.0,170.0,4.0,.272,624.0,.366,.484,.850,0.0,1.0,1.000,.000,14.0,3166.0,724.0,302.0,95.0,271.0,0.0,5.0,.333,0.89,0.0,21.52
671739,Michael Harris II,Atlanta Braves,Outfielder,24.0,160.0,193.0,149.0,55.0,26.0,6.0,20.0,128.0,16.0,1.0,152.0,3.0,.249,611.0,.268,.409,.677,6.0,20.0,.769,.231,7.0,2177.0,641.0,250.0,86.0,307.0,4.0,7.0,.281,1.30,0.0,30.55
805373,Nacho Alvarez Jr.,Atlanta Braves,Shortstop,22.0,58.0,41.0,57.0,18.0,12.0,0.0,2.0,49.0,12.0,0.0,44.0,5.0,.234,188.0,.296,.330,.626,0.0,0.0,.---,.---,1.0,819.0,208.0,62.0,15.0,68.0,2.0,1.0,.304,0.72,0.0,94.00
669397,Nick Allen,Atlanta Braves,Shortstop,26.0,135.0,100.0,101.0,32.0,11.0,0.0,0.0,99.0,31.0,0.0,82.0,3.0,.221,371.0,.284,.251,.535,7.0,8.0,.533,.467,8.0,1582.0,416.0,93.0,22.0,162.0,8.0,3.0,.298,0.99,0.0,-.--
645277,Ozzie Albies,Atlanta Braves,Second Base,28.0,157.0,146.0,223.0,74.0,23.0,2.0,16.0,94.0,55.0,2.0,145.0,4.0,.240,603.0,.306,.365,.671,3.0,14.0,.824,.176,9.0,2402.0,667.0,220.0,74.0,266.0,0.0,5.0,.259,0.65,0.0,37.69
660670,Ronald Acuña Jr.,Atlanta Braves,Outfielder,27.0,95.0,72.0,66.0,74.0,12.0,1.0,21.0,102.0,71.0,4.0,98.0,3.0,.290,338.0,.417,.518,.935,1.0,9.0,.900,.100,5.0,1741.0,412.0,175.0,42.0,127.0,0.0,0.0,.358,1.09,0.0,16.10
660644,Vidal Bruján,Atlanta Braves,Third Base,,61.0,23.0,22.0,14.0,5.0,0.0,0.0,21.0,6.0,0.0,22.0,1.0,.253,87.0,.305,.310,.615,1.0,2.0,.667,.333,1.0,345.0,95.0,27.0,8.0,46.0,0.0,1.0,.328,1.05,0.0,-.--
643217,Andrew Benintendi,Chicago White Sox,Outfielder,30.0,116.0,88.0,155.0,57.0,16.0,2.0,20.0,82.0,40.0,2.0,101.0,3.0,.240,420.0,.307,.431,.738,0.0,1.0,1.000,.000,5.0,1721.0,470.0,181.0,63.0,176.0,0.0,6.0,.250,0.57,1.0,21.00
701496,Ben Cowles,Chicago White Sox,Third Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681460,Brooks Baldwin,Chicago White Sox,Outfielder,24.0,103.0,68.0,80.0,32.0,15.0,1.0,11.0,86.0,21.0,0.0,72.0,1.0,.240,300.0,.290,.407,.697,0.0,5.0,1.000,.000,9.0,1251.0,328.0,122.0,38.0,138.0,4.0,2.0,.298,0.85,0.0,27.27
